"Año";"Mes";"Productos";"Clave  Estado";"Estado";"Importe de los creditos";"Numero de Creditos";"Numero de Beneficiados"
2016;3;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";210000.00;2;2
2015;10;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";300000.00;1;1
2015;10;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";250000.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1032000;"ZACATECAS";1088000.00;2;2
2016;6;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";160000.00;1;1
2016;5;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";150000.00;1;1
2016;1;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";1250000.00;1;1
2015;10;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";450000.00;1;1
2015;10;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";450000.00;3;3
2017;10;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";785000.00;6;6
2015;10;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";150000.00;1;1
2015;10;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";150000.00;1;1
2016;12;"4.- INCUBACION PRESENCIAL";1005000;"COAHUILA";360320.00;1;1
2016;4;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";800000.00;2;2
2016;4;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";2141000.00;3;3
2015;10;"3.- INCUBACION EN LINEA";1015000;"MEXICO";165000.00;2;2
2016;5;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";940000.00;2;2
2015;10;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";368000.00;3;3
2015;10;"4.- INCUBACION PRESENCIAL";1013000;"HIDALGO";497822.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";900000.00;6;6
2017;8;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";6797002.37;6;6
2016;6;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";300000.00;1;1
2015;10;"4.- INCUBACION PRESENCIAL";1026000;"SONORA";500000.00;1;1
2016;6;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";1100000.00;2;2
2016;5;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2015;11;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";122000.00;1;1
2015;11;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";300000.00;1;1
2016;1;"3.- INCUBACION EN LINEA";1017000;"MORELOS";210000.00;2;2
2015;11;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";250000.00;1;1
2016;3;"4.- INCUBACION PRESENCIAL";1005000;"COAHUILA";497100.00;1;1
2016;3;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";3880000.00;3;3
2017;8;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";100000.00;1;1
2016;2;"3.- INCUBACION EN LINEA";1026000;"SONORA";80000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";300000.00;2;2
2017;2;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";150000.00;1;1
2015;11;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";130000.00;3;3
2015;12;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";775000.00;2;2
2017;8;"3.- INCUBACION EN LINEA";1026000;"SONORA";450000.00;3;3
2016;8;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";680000.00;5;5
2015;11;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";240000.00;2;2
2016;12;"2.- TU CREDITO PYME JOVEN";1023000;"QUINTANA ROO";104000.00;1;1
2017;3;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";60000.00;1;1
2015;11;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";50000.00;1;1
2017;12;"3.- INCUBACION EN LINEA";1006000;"COLIMA";150000.00;1;1
2017;5;"3.- INCUBACION EN LINEA";1014000;"JALISCO";150000.00;1;1
2015;11;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";285000.00;3;3
2016;8;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";1466000.00;1;1
2015;11;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";250000.00;2;2
2015;11;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";550000.00;2;2
2016;1;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";376000.00;2;2
2015;11;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";800000.00;3;3
2015;11;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";393000.00;4;4
2017;10;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";1810000.00;3;3
2016;5;"1.- TU CREDITO PARA CRECER";1031000;"YUCATAN";212000.00;2;2
2015;11;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";150000.00;2;2
2017;8;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";88000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";1120000.00;8;8
2015;11;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";50000.00;1;1
2016;8;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";1850000.00;3;2
2015;11;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";309000.00;2;2
2016;8;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";2200000.00;15;15
2016;6;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";1000000.00;1;1
2015;11;"1.- TU CREDITO PARA CRECER";1031000;"YUCATAN";149000.00;1;1
2016;4;"4.- INCUBACION PRESENCIAL";1030000;"VERACRUZ";253523.00;1;1
2017;9;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";325000.00;1;1
2016;11;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";282000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";1200000.00;8;8
2016;4;"3.- INCUBACION EN LINEA";1014000;"JALISCO";1050000.00;7;7
2015;11;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";2585000.00;2;2
2015;11;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";507000.00;3;3
2016;6;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";3377000.00;4;4
2016;1;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";3188000.00;5;5
2015;11;"2.- TU CREDITO PYME JOVEN";1004000;"CAMPECHE";400000.00;1;1
2017;2;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";300000.00;2;2
2017;9;"1.- TU CREDITO PARA CRECER";1017000;"MORELOS";300000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";300000.00;1;1
2016;10;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";2973000.00;3;3
2016;1;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";2199000.00;2;2
2015;11;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";200000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";100000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";3032100.00;3;3
2016;1;"3.- INCUBACION EN LINEA";1010000;"DURANGO";60000.00;1;1
2015;12;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";365000.00;2;2
2016;12;"3.- INCUBACION EN LINEA";1025000;"SINALOA";1430000.00;10;10
2015;11;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";200000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";630000.00;2;2
2017;5;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";8237000.00;11;11
2017;7;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";380000.00;3;3
2016;4;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";150000.00;1;1
2016;2;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";100000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";331000.00;2;2
2015;11;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";700000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";829000.00;2;2
2015;11;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";8611000.00;13;13
2017;6;"3.- INCUBACION EN LINEA";1014000;"JALISCO";150000.00;1;1
2016;11;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";300000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";1550000.00;2;2
2016;6;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";1411000.00;4;4
2016;3;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";107000.00;1;1
2016;10;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";927000.00;4;4
2017;12;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1900000.00;14;14
2015;11;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";200000.00;1;1
2016;6;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";150000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";2000000.00;2;2
2015;11;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";777000.00;1;1
2016;10;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";161000.00;1;1
2016;6;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";300000.00;2;2
2016;5;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";500000.00;2;2
2015;11;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";654000.00;1;1
2017;1;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";800000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1027000;"TABASCO";800000.00;1;1
2016;11;"4.- INCUBACION PRESENCIAL";1011000;"GUANAJUATO";436000.00;1;1
2015;11;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";980000.00;1;1
2016;9;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";4741000.00;3;3
2016;3;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";250000.00;1;1
2015;11;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";100000.00;1;1
2016;2;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";1400000.00;2;2
2016;2;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";430000.00;2;2
2015;11;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";150000.00;1;1
2016;11;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";770000.00;6;6
2016;7;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1950000.00;14;14
2015;11;"3.- INCUBACION EN LINEA";1015000;"MEXICO";150000.00;1;1
2016;7;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";790000.00;6;6
2016;10;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";2595000.00;19;19
2016;12;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";941000.00;3;3
2017;4;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";150000.00;1;1
2017;8;"3.- INCUBACION EN LINEA";1006000;"COLIMA";150000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";9956571.43;7;7
2015;11;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";150000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";191000.00;1;1
2015;11;"3.- INCUBACION EN LINEA";1020000;"OAXACA";150000.00;1;1
2015;11;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";290000.00;2;2
2015;11;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";9380000.00;8;8
2016;4;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";2500000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1002000;"BAJA CALIFORNIA NORTE";300000.00;1;1
2015;11;"3.- INCUBACION EN LINEA";1025000;"SINALOA";150000.00;1;1
2017;7;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";230000.00;2;2
2016;12;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";503000.00;2;2
2016;12;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";450000.00;3;3
2015;11;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";150000.00;1;1
2016;5;"4.- INCUBACION PRESENCIAL";1030000;"VERACRUZ";235600.00;1;1
2015;11;"4.- INCUBACION PRESENCIAL";1025000;"SINALOA";249305.00;1;1
2017;12;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";3351000.00;6;6
2015;12;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";688000.00;1;1
2015;11;"4.- INCUBACION PRESENCIAL";1032000;"ZACATECAS";150000.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";877000.00;1;1
2015;12;"1.- TU CREDITO PARA CRECER";1003000;"BAJA CALIFORNIA SUR";400000.00;2;2
2015;12;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";100000.00;1;1
2015;12;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";100000.00;1;1
2015;12;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";90000.00;1;1
2016;7;"3.- INCUBACION EN LINEA";1014000;"JALISCO";150000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";7439500.00;8;8
2015;12;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";420000.00;3;3
2016;10;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";150000.00;1;1
2015;12;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";300000.00;1;1
2017;3;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";775000.00;2;2
2015;12;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";250000.00;1;1
2016;9;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";300000.00;2;2
2015;12;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";600000.00;3;3
2017;1;"1.- TU CREDITO PARA CRECER";1002000;"BAJA CALIFORNIA NORTE";300000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";300000.00;2;2
2015;12;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";438000.00;2;2
2016;4;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";250000.00;2;2
2015;12;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";750000.00;3;3
2016;3;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";227000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";150000.00;1;1
2015;12;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";300000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";4446000.00;7;7
2015;12;"1.- TU CREDITO PARA CRECER";1031000;"YUCATAN";205000.00;1;1
2017;6;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";6100000.00;5;5
2016;5;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";58000.00;1;1
2015;12;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";2400000.00;2;2
2015;12;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";1736000.00;5;5
2015;12;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";3305000.00;4;4
2017;9;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";3110000.00;4;4
2016;10;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";1801000.00;2;2
2017;4;"1.- TU CREDITO PARA CRECER";1021000;"PUEBLA";200000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1025000;"SINALOA";1000000.00;7;7
2015;12;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";1133000.00;4;4
2015;12;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";1950900.00;2;2
2017;10;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";4576000.00;5;5
2016;11;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";500000.00;1;1
2015;12;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";1900000.00;2;2
2016;4;"1.- TU CREDITO PARA CRECER";1013000;"HIDALGO";64000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";156000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";5389000.00;6;6
2016;1;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";159000.00;1;1
2017;3;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";150000.00;1;1
2016;2;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";100000.00;1;1
2015;12;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";2900000.00;2;2
2015;12;"2.- TU CREDITO PYME JOVEN";1032000;"ZACATECAS";480000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1015000;"MEXICO";460000.00;4;4
2016;6;"3.- INCUBACION EN LINEA";1025000;"SINALOA";300000.00;2;2
2015;12;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";150000.00;1;1
2016;10;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";980000.00;4;4
2017;7;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";190000.00;1;1
2015;12;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";250000.00;2;2
2015;12;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2017;8;"3.- INCUBACION EN LINEA";1017000;"MORELOS";900000.00;6;6
2015;12;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";150000.00;1;1
2015;12;"3.- INCUBACION EN LINEA";1010000;"DURANGO";450000.00;3;3
2016;3;"3.- INCUBACION EN LINEA";1017000;"MORELOS";600000.00;4;4
2015;12;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";600000.00;4;4
2016;1;"2.- TU CREDITO PYME JOVEN";1022000;"QUERETARO";1400000.00;3;3
2017;6;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";600000.00;5;5
2015;12;"3.- INCUBACION EN LINEA";1014000;"JALISCO";150000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1008000;"CHIHUAHUA";200000.00;1;1
2017;12;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";300000.00;1;1
2017;9;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";5950000.00;4;4
2015;12;"3.- INCUBACION EN LINEA";1015000;"MEXICO";700000.00;5;5
2016;7;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";300000.00;2;2
2016;4;"3.- INCUBACION EN LINEA";1017000;"MORELOS";150000.00;1;1
2015;12;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";450000.00;3;3
2017;1;"3.- INCUBACION EN LINEA";1025000;"SINALOA";80000.00;1;1
2015;12;"3.- INCUBACION EN LINEA";1017000;"MORELOS";130000.00;1;1
2017;2;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";150000.00;1;1
2017;4;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";155000.00;1;1
2017;6;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";850000.00;6;6
2016;6;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";2000000.00;3;3
2017;11;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";300000.00;2;2
2015;12;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";68000.00;1;1
2015;12;"3.- INCUBACION EN LINEA";1020000;"OAXACA";290000.00;2;2
2016;4;"3.- INCUBACION EN LINEA";1020000;"OAXACA";370000.00;4;4
2017;12;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";300000.00;1;1
2017;9;"1.- TU CREDITO PARA CRECER";1006000;"COLIMA";64000.00;1;1
2015;12;"3.- INCUBACION EN LINEA";1025000;"SINALOA";300000.00;2;2
2017;5;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";2000000.00;2;2
2017;11;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";354000.00;2;2
2016;5;"3.- INCUBACION EN LINEA";1020000;"OAXACA";300000.00;2;2
2016;3;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";492000.00;1;1
2017;7;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";435000.00;2;2
2015;12;"3.- INCUBACION EN LINEA";1026000;"SONORA";150000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";94444.44;1;1
2016;5;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";150000.00;1;1
2015;12;"4.- INCUBACION PRESENCIAL";1025000;"SINALOA";250695.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";1450000.00;2;2
2017;1;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";650000.00;5;5
2016;3;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";1953000.00;1;1
2016;1;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";75000.00;1;1
2016;1;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";150000.00;1;1
2016;10;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";1000000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";400000.00;2;2
2016;1;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";150000.00;1;1
2016;6;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";250000.00;2;2
2016;1;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";85000.00;1;1
2016;2;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";50000.00;1;1
2016;1;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";200000.00;1;1
2016;8;"3.- INCUBACION EN LINEA";1014000;"JALISCO";750000.00;5;5
2017;12;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";291708.33;2;2
2016;1;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";212000.00;1;1
2016;1;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";862000.00;1;1
2017;1;"3.- INCUBACION EN LINEA";1026000;"SONORA";300000.00;2;2
2016;1;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";1600000.00;3;3
2017;11;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";1560000.00;11;11
2016;5;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";1549000.00;2;2
2016;1;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";248000.00;1;1
2016;1;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";1200000.00;2;2
2016;5;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";1859800.00;2;2
2016;1;"2.- TU CREDITO PYME JOVEN";1013000;"HIDALGO";346300.00;1;1
2017;5;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";235000.00;1;1
2016;1;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";1131000.00;4;4
2016;1;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";299000.00;1;1
2016;6;"4.- INCUBACION PRESENCIAL";1009000;"CIUDAD DE MEXICO";500000.00;1;1
2016;1;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";1462000.00;1;1
2016;8;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";1690000.00;3;3
2017;1;"3.- INCUBACION EN LINEA";1010000;"DURANGO";250000.00;2;2
2016;1;"2.- TU CREDITO PYME JOVEN";1023000;"QUINTANA ROO";100000.00;1;1
2016;2;"3.- INCUBACION EN LINEA";1015000;"MEXICO";150000.00;1;1
2016;1;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";2735000.00;3;3
2016;1;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";1600000.00;2;2
2016;1;"2.- TU CREDITO PYME JOVEN";1029000;"TLAXCALA";128000.00;1;1
2017;5;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";2500000.00;1;1
2016;6;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";300000.00;2;2
2016;9;"4.- INCUBACION PRESENCIAL";1027000;"TABASCO";359629.00;1;1
2016;12;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";1503000.00;5;5
2016;1;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";3594800.00;5;5
2016;1;"2.- TU CREDITO PYME JOVEN";1032000;"ZACATECAS";964000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";335000.00;4;4
2016;1;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";150000.00;1;1
2017;2;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";600000.00;2;2
2016;1;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";150000.00;1;1
2016;10;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";1260000.00;11;11
2016;1;"3.- INCUBACION EN LINEA";1025000;"SINALOA";450000.00;3;3
2017;11;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";5799888.88;7;7
2017;3;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";180000.00;1;1
2016;4;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";84000.00;1;1
2016;1;"4.- INCUBACION PRESENCIAL";1015000;"MEXICO";374000.00;1;1
2016;2;"1.- TU CREDITO PARA CRECER";1006000;"COLIMA";177000.00;1;1
2016;4;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";300000.00;2;2
2016;2;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";820000.00;1;1
2016;2;"2.- TU CREDITO PYME JOVEN";1007000;"CHIAPAS";556000.00;1;1
2016;2;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";2937000.00;5;5
2017;5;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";750000.00;5;5
2016;2;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";450000.00;1;1
2016;2;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";1961000.00;2;2
2016;4;"3.- INCUBACION EN LINEA";1006000;"COLIMA";300000.00;2;2
